id,compound_name,species,strain,dosage,age_at_initiation,treatment_duration,avg_lifespan_change_percent,avg_lifespan_significance,max_lifespan_change_percent,max_lifespan_significance,gender_new,weight_change_percent,weight_change_significance,ITP,pubmed_id,notes,last_modified
2372,Choline Chloride,Caenorhabditis elegans,N2,10 µM,,,-1.74,NS,,NA,Unknown,,NA,No,33008901,,2024-06-17 08:57:18
2368,Amikacin hydrate,Caenorhabditis elegans,N2,10 µM,,,-1.28,NS,,NA,Unknown,,NA,No,33008901,,2024-06-17 08:57:18
2366,Vincristine sulfate,Caenorhabditis elegans,N2,100 µM,,,-3.18,NS,,NA,Unknown,,NA,No,33008901,,2024-06-17 08:57:18
2362,Pirenperone,Caenorhabditis elegans,N2,100 µM,,,2.24,NS,,NA,Unknown,,NA,No,33008901,,2024-06-17 08:57:18
2350,Triflupromazine hydrochloride,Caenorhabditis elegans,N2,10 µM,,,-22.64,S,,NA,Unknown,,NA,No,33008901,,2024-06-17 08:57:18
2347,NSC170984 (Pimozide),Caenorhabditis elegans,N2,10 µM,,,-4.34,S,,NA,Unknown,,NA,No,33008901,,2024-06-17 08:57:18
2345,Diphyenyleneiodonium chloride,Caenorhabditis elegans,N2,10 µM,,,-53.34,S,,NA,Unknown,,NA,No,33008901,,2024-06-17 08:57:18
2338,3230-2939,Caenorhabditis elegans,N2,10 µM,,,-4.62,S,,NA,Unknown,,NA,No,33008901,,2024-06-17 08:57:18
2335,Podofilox,Caenorhabditis elegans,N2,100 µM,,,-5.45,S,,NA,Unknown,,NA,No,33008901,,2024-06-17 08:57:18
2326,Cannabidiol,Caenorhabditis elegans,N2,100 µM,,,6.4,S,,NA,Unknown,,NA,No,33008901,,2024-06-17 08:57:18
2323,3-methoxycatechol,Caenorhabditis elegans,N2,100 µM,,,1.3,NS,,NA,Unknown,,NA,No,33008901,,2024-06-17 08:57:18
2320,Rotenone,Caenorhabditis elegans,N2,10 µM,,,-0.68,NS,,NA,Unknown,,NA,No,33008901,,2024-06-17 08:57:18
2317,Nisoldipine,Caenorhabditis elegans,N2,10 µM,,,-1.99,NS,,NA,Unknown,,NA,No,33008901,,2024-06-17 08:57:18
2314,Gedunin,Caenorhabditis elegans,N2,10 µM,,,2.24,NS,,NA,Unknown,,NA,No,33008901,,2024-06-17 08:57:18
2311,Clofilium Tosylate,Caenorhabditis elegans,N2,10 µM,,,0.14,NS,,NA,Unknown,,NA,No,33008901,,2024-06-17 08:57:18
2308,Astemizole,Caenorhabditis elegans,N2,10 µM,,,-6.0,S,,NA,Unknown,,NA,No,33008901,,2024-06-17 08:57:18
2307,4112-3315,Caenorhabditis elegans,N2,10 µM,,,1.73,NS,,NA,Unknown,,NA,No,33008901,,2024-06-17 08:57:18
2306,Berberine,Caenorhabditis elegans,N2,100 µM,,,19.32,S,,NA,Unknown,,NA,No,32941928,,2024-06-17 08:57:18
2299,Caffeic acid,Caenorhabditis elegans,N2,300 μM,,,17.72,S,,NA,Unknown,,NA,No,33432954,,2024-06-17 08:57:18
2296,J147,Drosophila melanogaster,w1118/+,2 µM,,,12.8,S,,NA,Unknown,,NA,No,33550278,,2024-06-17 08:57:18
2287,Scutellarein,Caenorhabditis elegans,N2,100 µM,,,-6.79,NS,,NA,Unknown,,NA,No,33809299,,2024-06-17 08:57:18
2284,Chrysin,Caenorhabditis elegans,N2,25 µM,,,1.77,NS,,NA,Unknown,,NA,No,33809299,,2024-06-17 08:57:18
2282,Baicalein,Caenorhabditis elegans,N2,25 µM,,,18.49,S,,NA,Unknown,,NA,No,33809299,,2024-06-17 08:57:18
2280,Triiodothyronine,Caenorhabditis elegans,N2,50 µM,,,14.29,S,,NA,Unknown,,NA,No,33851304,,2024-06-17 08:57:18
2272,HF,Caenorhabditis elegans,N2,1 mg/L,,,12.7,S,20.0,NA,Unknown,,NA,No,33974957,,2024-06-17 08:57:18
2259,Rapamycin,Caenorhabditis elegans,N2,50 µM,,,14.14,S,,NA,Unknown,,NA,No,30970250,,2024-06-17 08:57:18
2257,KLH46,Caenorhabditis elegans,N2,50 µM,,,-43.0,S,,NA,Unknown,,NA,No,30911178,,2024-06-17 08:57:18
2256,AA39-3,Caenorhabditis elegans,N2,50 µM,,,-37.0,S,,NA,Unknown,,NA,No,30911178,,2024-06-17 08:57:18
2254,KT117,Caenorhabditis elegans,N2,50 µM,,,-31.0,S,,NA,Unknown,,NA,No,30911178,,2024-06-17 08:57:18
2253,KT109,Caenorhabditis elegans,N2,50 µM,,,-24.0,S,,NA,Unknown,,NA,No,30911178,,2024-06-17 08:57:18
2251,JJH248,Caenorhabditis elegans,N2,50 µM,,,-21.0,S,,NA,Unknown,,NA,No,30911178,,2024-06-17 08:57:18
2250,Darapladib,Caenorhabditis elegans,N2,50 µM,,,-20.0,S,,NA,Unknown,,NA,No,30911178,,2024-06-17 08:57:18
2248,KT186,Caenorhabditis elegans,N2,50 µM,,,-16.0,S,,NA,Unknown,,NA,No,30911178,,2024-06-17 08:57:18
2247,JJH254,Caenorhabditis elegans,N2,25 µM,,,-16.0,NS,,NA,Unknown,,NA,No,30911178,,2024-06-17 08:57:18
2245,ABL127,Caenorhabditis elegans,N2,50 µM,,,-13.0,S,,NA,Unknown,,NA,No,30911178,,2024-06-17 08:57:18
2244,AA26-9,Caenorhabditis elegans,N2,50 µM,,,-12.0,S,,NA,Unknown,,NA,No,30911178,,2024-06-17 08:57:18
2242,PF-04457845,Caenorhabditis elegans,N2,50 µM,,,-11.0,NS,,NA,Unknown,,NA,No,30911178,,2024-06-17 08:57:18
2241,ABC84,Caenorhabditis elegans,N2,50 µM,,,-10.0,S,,NA,Unknown,,NA,No,30911178,,2024-06-17 08:57:18
2239,AA74-1,Caenorhabditis elegans,N2,50 µM,,,-8.0,NS,,NA,Unknown,,NA,No,30911178,,2024-06-17 08:57:18
2238,JJH250,Caenorhabditis elegans,N2,25 µM,,,-8.0,NS,,NA,Unknown,,NA,No,30911178,,2024-06-17 08:57:18
2236,KC03,Caenorhabditis elegans,N2,25 µM,,,-7.0,NS,,NA,Unknown,,NA,No,30911178,,2024-06-17 08:57:18
2234,JJH331,Caenorhabditis elegans,N2,50 µM,,,-6.0,NS,,NA,Unknown,,NA,No,30911178,,2024-06-17 08:57:18
2233,JW480,Caenorhabditis elegans,N2,50 µM,,,-4.0,NS,,NA,Unknown,,NA,No,30911178,,2024-06-17 08:57:18
2230,JJH322,Caenorhabditis elegans,N2,50 µM,,,1.0,NS,,NA,Unknown,,NA,No,30911178,,2024-06-17 08:57:18
2225,KLH45b,Caenorhabditis elegans,N2,50 µM,,,2.0,NS,,NA,Unknown,,NA,No,30911178,,2024-06-17 08:57:18
2222,KT203,Caenorhabditis elegans,N2,50 µM,,,5.0,NS,,NA,Unknown,,NA,No,30911178,,2024-06-17 08:57:18
2215,KT167,Caenorhabditis elegans,N2,50 µM,,,17.0,S,,NA,Unknown,,NA,No,30911178,,2024-06-17 08:57:18
2210,ABC23,Caenorhabditis elegans,N2,50 µM,,,35.0,S,,NA,Unknown,,NA,No,30911178,,2024-06-17 08:57:18
2209,"4,4′-dimethoxychalcone",Caenorhabditis elegans,N2,41.6 µM,,,18.55,S,,NA,Unknown,,NA,No,30783116,,2024-06-17 08:57:18
2207,Serine,Caenorhabditis elegans,N2,5 mM,,,24.26,S,,NA,Unknown,,NA,No,30845140,,2024-06-17 08:57:18
2206,Tanespimycin,Caenorhabditis elegans,N2,100 µM,,,23.52,S,,NA,Unknown,,NA,No,30625143,,2024-06-17 08:57:18
2203,Cytidine,Caenorhabditis elegans,N2,0.5 mM,,,9.83,S,,NA,Unknown,,NA,No,31232697,,2024-06-17 08:57:18
2200,Thymine,Caenorhabditis elegans,N2,10 mM,,,6.03,S,,NA,Unknown,,NA,No,31232697,,2024-06-17 08:57:18
2190,Caffeine,Caenorhabditis elegans,N2,1 mM,,,16.42,S,,NA,Unknown,,NA,No,31432005,,2024-06-17 08:57:18
2188,Phosphatidylcholine,Caenorhabditis elegans,N2,10 mg/L,,,17.76,S,,NA,Unknown,,NA,No,31379987,,2024-06-17 08:57:18
2182,Phosphatidylserine,Caenorhabditis elegans,N2,100 μg/L,,,7.02,S,13.63,NA,Unknown,,NA,No,31915963,,2024-06-17 08:57:18
2180,Simvastatin,Caenorhabditis elegans,N2,50 µM,,,13.2,S,,NA,Unknown,,NA,No,32010481,,2024-06-17 08:57:18
2174,Nordihydroguaiaretic acid,Caenorhabditis elegans,N2,100 µM,,,21.4,S,,NA,Unknown,,NA,No,31602311,,2024-06-17 08:57:18
2166,Ellagic acid,Drosophila melanogaster,Canton-S,200 µM,,,24.96,S,27.7,NA,Unknown,,NA,No,31786733,,2024-06-17 08:57:18
2165,Ellagic acid,Drosophila melanogaster,Canton-S,100 µM,,,15.43,S,16.6,NA,Unknown,,NA,No,31786733,,2024-06-17 08:57:18
2163,Ellagic acid,Drosophila melanogaster,Canton-S,200 µM,,,26.22,S,23.8,NA,Unknown,,NA,No,31786733,,2024-06-17 08:57:18
2162,Ellagic acid,Drosophila melanogaster,Canton-S,100 µM,,,-3.67,NS,0.0,NA,Unknown,,NA,No,31786733,,2024-06-17 08:57:18
2161,Capsaicin,Drosophila melanogaster,w1118,1×10^09mol/L,,,-5.43,NS,,NA,Unknown,,NA,No,31790803,,2024-06-17 08:57:18
2160,Capsaicin,Drosophila melanogaster,w1118,1×10^10mol/L,,,-3.87,NS,,NA,Unknown,,NA,No,31790803,,2024-06-17 08:57:18
2159,Capsaicin,Drosophila melanogaster,w1118,1×10^10mol/L,,,6.22,S,-2.0,NA,Unknown,,NA,No,31790803,,2024-06-17 08:57:18
2158,Capsaicin,Drosophila melanogaster,w1118,1×10^09mol/L,,,-0.99,NS,,NA,Unknown,,NA,No,31790803,,2024-06-17 08:57:18
2157,Valproic acid,Caenorhabditis elegans,N2,50 µM,,,13.24,S,,NA,Unknown,,NA,No,30970250,,2024-06-17 08:57:18
2156,Felbinac,Caenorhabditis elegans,N2,50 µM,,,10.49,S,,NA,Unknown,,NA,No,30970250,,2024-06-17 08:57:18
2155,Tanespimycin,Caenorhabditis elegans,N2,25 µM,,,54.16,S,,NA,Unknown,,NA,No,30970250,,2024-06-17 08:57:18
2154,Monorden,Caenorhabditis elegans,N2,50 µM,,,24.55,S,,NA,Unknown,,NA,No,30970250,,2024-06-17 08:57:18
2153,ABC99,Caenorhabditis elegans,N2,25 µM,,,-46.0,S,,NA,Unknown,,NA,No,30911178,,2024-06-17 08:57:18
2152,DH376,Caenorhabditis elegans,N2,50 µM,,,-50.0,S,,NA,Unknown,,NA,No,30911178,,2024-06-17 08:57:18
2151,KT116,Caenorhabditis elegans,N2,50 µM,,,-34.0,S,,NA,Unknown,,NA,No,30911178,,2024-06-17 08:57:18
2150,AA26-8,Caenorhabditis elegans,N2,50 µM,,,-36.0,S,,NA,Unknown,,NA,No,30911178,,2024-06-17 08:57:18
2149,AA39-2,Caenorhabditis elegans,N2,50 µM,,,-33.0,S,,NA,Unknown,,NA,No,30911178,,2024-06-17 08:57:18
2148,ABC32,Caenorhabditis elegans,N2,50 µM,,,-23.0,S,,NA,Unknown,,NA,No,30911178,,2024-06-17 08:57:18
2147,KT138,Caenorhabditis elegans,N2,50 µM,,,-22.0,S,,NA,Unknown,,NA,No,30911178,,2024-06-17 08:57:18
2146,ABC90,Caenorhabditis elegans,N2,50 µM,,,-22.0,S,,NA,Unknown,,NA,No,30911178,,2024-06-17 08:57:18
2145,ABC45,Caenorhabditis elegans,N2,50 µM,,,-20.0,S,,NA,Unknown,,NA,No,30911178,,2024-06-17 08:57:18
2144,ABC16,Caenorhabditis elegans,N2,50 µM,,,-17.0,NS,,NA,Unknown,,NA,No,30911178,,2024-06-17 08:57:18
2143,JJH221,Caenorhabditis elegans,N2,50 µM,,,-18.0,S,,NA,Unknown,,NA,No,30911178,,2024-06-17 08:57:18
2142,AA26-3,Caenorhabditis elegans,N2,50 µM,,,-15.0,S,,NA,Unknown,,NA,No,30911178,,2024-06-17 08:57:18
2141,JMN21,Caenorhabditis elegans,N2,50 µM,,,-14.0,NS,,NA,Unknown,,NA,No,30911178,,2024-06-17 08:57:18
2140,AA26-7,Caenorhabditis elegans,N2,50 µM,,,-13.0,NS,,NA,Unknown,,NA,No,30911178,,2024-06-17 08:57:18
2139,ABL303,Caenorhabditis elegans,N2,5 µM,,,-12.0,S,,NA,Unknown,,NA,No,30911178,,2024-06-17 08:57:18
2138,JW1038,Caenorhabditis elegans,N2,50 µM,,,-11.0,NS,,NA,Unknown,,NA,No,30911178,,2024-06-17 08:57:18
2137,KLH40-1,Caenorhabditis elegans,N2,50 µM,,,-11.0,NS,,NA,Unknown,,NA,No,30911178,,2024-06-17 08:57:18
2136,Palmostatin B,Caenorhabditis elegans,N2,50 µM,,,-10.0,NS,,NA,Unknown,,NA,No,30911178,,2024-06-17 08:57:18
2135,KT195,Caenorhabditis elegans,N2,50 µM,,,-9.0,S,,NA,Unknown,,NA,No,30911178,,2024-06-17 08:57:17
2134,JW651,Caenorhabditis elegans,N2,50 µM,,,-9.0,NS,,NA,Unknown,,NA,No,30911178,,2024-06-17 08:57:17
2133,KC07,Caenorhabditis elegans,N2,50 µM,,,-8.0,NS,,NA,Unknown,,NA,No,30911178,,2024-06-17 08:57:17
2132,JJH253,Caenorhabditis elegans,N2,50 µM,,,-7.0,NS,,NA,Unknown,,NA,No,30911178,,2024-06-17 08:57:17
2131,ABC37,Caenorhabditis elegans,N2,50 µM,,,-7.0,NS,,NA,Unknown,,NA,No,30911178,,2024-06-17 08:57:17
2130,KC02,Caenorhabditis elegans,N2,50 µM,,,-6.0,NS,,NA,Unknown,,NA,No,30911178,,2024-06-17 08:57:17
2129,JW1036,Caenorhabditis elegans,N2,50 µM,,,-4.0,NS,,NA,Unknown,,NA,No,30911178,,2024-06-17 08:57:17
2128,KML29,Caenorhabditis elegans,N2,50 µM,,,-5.0,NS,,NA,Unknown,,NA,No,30911178,,2024-06-17 08:57:17
2127,MJN202,Caenorhabditis elegans,N2,50 µM,,,-3.0,NS,,NA,Unknown,,NA,No,30911178,,2024-06-17 08:57:17
2126,ABC91,Caenorhabditis elegans,N2,50 µM,,,-3.0,NS,,NA,Unknown,,NA,No,30911178,,2024-06-17 08:57:17
2125,ABC36,Caenorhabditis elegans,N2,50 µM,,,0.0,NS,,NA,Unknown,,NA,No,30911178,,2024-06-17 08:57:17
2124,Palmostatin M,Caenorhabditis elegans,N2,25 µM,,,1.0,NS,,NA,Unknown,,NA,No,30911178,,2024-06-17 08:57:17
2123,MJN200,Caenorhabditis elegans,N2,50 µM,,,1.0,NS,,NA,Unknown,,NA,No,30911178,,2024-06-17 08:57:17
2122,URB597,Caenorhabditis elegans,N2,50 µM,,,2.0,NS,,NA,Unknown,,NA,No,30911178,,2024-06-17 08:57:17
2121,ABC44,Caenorhabditis elegans,N2,50 µM,,,2.0,NS,,NA,Unknown,,NA,No,30911178,,2024-06-17 08:57:17
2120,BIA 10-2474,Caenorhabditis elegans,N2,50 µM,,,3.0,NS,,NA,Unknown,,NA,No,30911178,,2024-06-17 08:57:17
2119,ABC101,Caenorhabditis elegans,N2,25 µM,,,5.0,NS,,NA,Unknown,,NA,No,30911178,,2024-06-17 08:57:17
2118,ABC35,Caenorhabditis elegans,N2,50 µM,,,6.0,NS,,NA,Unknown,,NA,No,30911178,,2024-06-17 08:57:17
2117,JW1039,Caenorhabditis elegans,N2,50 µM,,,6.0,NS,,NA,Unknown,,NA,No,30911178,,2024-06-17 08:57:17
2116,KT170,Caenorhabditis elegans,N2,50 µM,,,10.0,NS,,NA,Unknown,,NA,No,30911178,,2024-06-17 08:57:17
2115,ABC5,Caenorhabditis elegans,N2,25 µM,,,11.0,NS,,NA,Unknown,,NA,No,30911178,,2024-06-17 08:57:17
2114,ABC92,Caenorhabditis elegans,N2,25 µM,,,11.0,NS,,NA,Unknown,,NA,No,30911178,,2024-06-17 08:57:17
2113,KT172,Caenorhabditis elegans,N2,50 µM,,,13.0,S,,NA,Unknown,,NA,No,30911178,,2024-06-17 08:57:17
2112,ABC53,Caenorhabditis elegans,N2,50 µM,,,15.0,S,,NA,Unknown,,NA,No,30911178,,2024-06-17 08:57:17
2111,JT271-3,Caenorhabditis elegans,N2,50 µM,,,15.0,NS,,NA,Unknown,,NA,No,30911178,,2024-06-17 08:57:17
2110,KT120,Caenorhabditis elegans,N2,50 µM,,,17.0,S,,NA,Unknown,,NA,No,30911178,,2024-06-17 08:57:17
2109,ABC30,Caenorhabditis elegans,N2,50 µM,,,18.0,NS,,NA,Unknown,,NA,No,30911178,,2024-06-17 08:57:17
2108,KC01,Caenorhabditis elegans,N2,50 µM,,,18.0,NS,,NA,Unknown,,NA,No,30911178,,2024-06-17 08:57:17
2107,ABC26,Caenorhabditis elegans,N2,50 µM,,,22.0,S,,NA,Unknown,,NA,No,30911178,,2024-06-17 08:57:17
2106,BIA 10-2639,Caenorhabditis elegans,N2,50 µM,,,22.0,S,,NA,Unknown,,NA,No,30911178,,2024-06-17 08:57:17
2105,KT140,Caenorhabditis elegans,N2,50 µM,,,26.0,S,,NA,Unknown,,NA,No,30911178,,2024-06-17 08:57:17
2104,ABC63,Caenorhabditis elegans,N2,50 µM,,,28.0,S,,NA,Unknown,,NA,No,30911178,,2024-06-17 08:57:17
2103,ABC28,Caenorhabditis elegans,N2,50 µM,,,29.0,S,,NA,Unknown,,NA,No,30911178,,2024-06-17 08:57:17
2102,"4,4′-dimethoxychalcone",Drosophila melanogaster,w1118,200 µM,,,17.24,S,,NA,Unknown,,NA,No,30783116,,2024-06-17 08:57:17
2101,Chicoric acid,Caenorhabditis elegans,N2,50 µM,,,15.78,S,,NA,Unknown,,NA,No,30845140,,2024-06-17 08:57:17
2100,Chicoric acid,Caenorhabditis elegans,N2,25 µM,,,21.05,S,,NA,Unknown,,NA,No,30845140,,2024-06-17 08:57:17
2099,Glycine,Caenorhabditis elegans,N2,500 µM,,,19.54,S,,NA,Unknown,,NA,No,30845140,,2024-06-17 08:57:17
2098,Glycine,Caenorhabditis elegans,N2,50 µM,,,17.6,S,,NA,Unknown,,NA,No,30845140,,2024-06-17 08:57:17
2097,Carnosic acid,Caenorhabditis elegans,N2,180 µM,,,16.0,S,21.65,NA,Unknown,,NA,No,30758000,,2024-06-17 08:57:17
2096,CGP37157,Caenorhabditis elegans,N2,50 µM,,,14.9,S,,NA,Unknown,,NA,No,30705628,,2024-06-17 08:57:17
2095,Thymidine,Caenorhabditis elegans,N2,0.5 mM,,,0.0,NS,,NA,Unknown,,NA,No,31232697,,2024-06-17 08:57:17
2094,Orotate,Caenorhabditis elegans,N2,0.5 mM,,,14.8,S,,NA,Unknown,,NA,No,31232697,,2024-06-17 08:57:17
2093,Thymine,Caenorhabditis elegans,N2,0.1 mM,,,0.0,NS,,NA,Unknown,,NA,No,31232697,,2024-06-17 08:57:17
2092,Thymine,Caenorhabditis elegans,N2,2 mM,,,18.3,S,,NA,Unknown,,NA,No,31232697,,2024-06-17 08:57:17
2091,Rosmarinic acid,Caenorhabditis elegans,N2,180 μM,,,63.23,S,40.29,NA,Unknown,,NA,No,31206890,,2024-06-17 08:57:17
2090,Thymine,Caenorhabditis elegans,N2,0.5 mM,,,15.23,S,,NA,Unknown,,NA,No,31232697,,2024-06-17 08:57:17
2089,Rosmarinic acid,Caenorhabditis elegans,N2,120 μM,,,49.28,S,31.57,NA,Unknown,,NA,No,31206890,,2024-06-17 08:57:17
2088,Epigallocatechin-3-gallate,Caenorhabditis elegans,N2,100 µM,,,12.85,S,,NA,Unknown,,NA,No,31432005,,2024-06-17 08:57:17
2087,Rosmarinic acid,Caenorhabditis elegans,N2,60 μM,,,40.04,S,16.82,NA,Unknown,,NA,No,31206890,,2024-06-17 08:57:17
2086,Theobromine,Caenorhabditis elegans,N2,1 mM,,,-0.85,NS,,NA,Unknown,,NA,No,31432005,,2024-06-17 08:57:17
2085,Theophylline,Caenorhabditis elegans,N2,1 mM,,,16.78,S,,NA,Unknown,,NA,No,31432005,,2024-06-17 08:57:17
2084,Theophylline,Caenorhabditis elegans,N2,5 mM,,,25.59,S,,NA,Unknown,,NA,No,31432005,,2024-06-17 08:57:17
2083,Caffeine,Caenorhabditis elegans,N2,5 mM,,,31.9,S,,NA,Unknown,,NA,No,31432005,,2024-06-17 08:57:17
2082,Carnosol,Caenorhabditis elegans,N2,180 μM,,,19.02,S,25.81,NA,Unknown,,NA,No,31341531,,2024-06-17 08:57:17
2081,Phosphatidylcholine,Caenorhabditis elegans,N2,100 mg/L,,,15.0,S,,NA,Unknown,,NA,No,31379987,,2024-06-17 08:57:17
2080,Hydralazine,Caenorhabditis elegans,N2,100 µM,,,20.0,S,,NA,Unknown,,NA,No,31659167,,2024-06-17 08:57:17
2079,Hypotaurine,Caenorhabditis elegans,N2,10 mM,,,18.27,S,,NA,Unknown,,NA,No,31799533,,2024-06-17 08:57:17
2078,O13,Caenorhabditis elegans,N2,60 μM,,,32.5,S,,NA,Unknown,,NA,No,31879284,,2024-06-17 08:57:17
2077,Gr-4D,Caenorhabditis elegans,N2,60 μM,,,50.5,S,,NA,Unknown,,NA,No,31879284,,2024-06-17 08:57:17
2076,Nobiletin,Caenorhabditis elegans,N2,12.5 µM,,,21.0,S,17.64,NA,Unknown,,NA,No,31948007,,2024-06-17 08:57:17
2075,Nobiletin,Caenorhabditis elegans,N2,3.13 µM,,,8.7,S,13.72,NA,Unknown,,NA,No,31948007,,2024-06-17 08:57:17
2074,Simvastatin,Caenorhabditis elegans,N2,100 µM,,,12.9,S,,NA,Unknown,,NA,No,32010481,,2024-06-17 08:57:17
2073,Simvastatin,Caenorhabditis elegans,N2,25 µM,,,2.5,NS,,NA,Unknown,,NA,No,32010481,,2024-06-17 08:57:17
2072,Lovastin,Caenorhabditis elegans,N2,100 µM,,,24.54,S,,NA,Unknown,,NA,No,32010481,,2024-06-17 08:57:17
2071,Lovastin,Caenorhabditis elegans,N2,50 µM,,,13.14,S,,NA,Unknown,,NA,No,32010481,,2024-06-17 08:57:17
2070,Lovastin,Caenorhabditis elegans,N2,25 µM,,,12.96,S,,NA,Unknown,,NA,No,32010481,,2024-06-17 08:57:17
2069,Uric acid,Caenorhabditis elegans,N2,100mM,,,-9.94,S,,NA,Unknown,,NA,No,32074508,,2024-06-17 08:57:17
2068,Uric acid,Caenorhabditis elegans,N2,2mM,,,13.9,S,,NA,Unknown,,NA,No,32074508,,2024-06-17 08:57:17
2067,Verapamil,Caenorhabditis elegans,N2,100 μM,,,18.65,S,,NA,Unknown,,NA,No,32208362,,2024-06-17 08:57:17
2065,"5′-Hydroxy-6, 7, 8, 3′, 4′-pentamethoxyflavone",Caenorhabditis elegans,N2,100 µM,,,8.91,S,,NA,Unknown,,NA,No,32677024,,2024-06-17 08:57:17
2064,"5′-Hydroxy-6, 7, 8, 3′, 4′-pentamethoxyflavone",Caenorhabditis elegans,N2,50 µM,,,29.48,S,,NA,Unknown,,NA,No,32677024,,2024-06-17 08:57:17
2063,"5′-Hydroxy-6, 7, 8, 3′, 4′-pentamethoxyflavone",Caenorhabditis elegans,N2,12.5 µM,,,16.05,S,,NA,Unknown,,NA,No,32677024,,2024-06-17 08:57:17
2062,"5′-Hydroxy-6, 7, 8, 3′, 4′-pentamethoxyflavone",Caenorhabditis elegans,N2,6.25 µM,,,13.84,S,,NA,Unknown,,NA,No,32677024,,2024-06-17 08:57:17
2061,Secoisolariciresinol Diglucoside,Caenorhabditis elegans,N2,500 µM,,,22.0,S,,NA,Unknown,,NA,No,32733632,,2024-06-17 08:57:17
2060,Secoisolariciresinol Diglucoside,Caenorhabditis elegans,N2,50 µM,,,13.3,S,,NA,Unknown,,NA,No,32733632,,2024-06-17 08:57:17
2059,Prenol,Caenorhabditis elegans,N2,0.5 mM,,,2.87,NS,9.11,NA,Unknown,,NA,No,32725551,,2024-06-17 08:57:17
2058,Astragaloside IV,Caenorhabditis elegans,N2,10 µM,,,0.69,NS,3.89,NA,Unknown,,NA,No,32741299,,2024-06-17 08:57:17
2057,Astragaloside IV,Caenorhabditis elegans,N2,5 µM,,,27.78,S,16.73,NA,Unknown,,NA,No,32741299,,2024-06-17 08:57:17
2056,Hispidol,Caenorhabditis elegans,N2,25 µM,,,25.29,S,,NA,Unknown,,NA,No,33179346,,2024-06-17 08:57:17
2055,Hispidol,Caenorhabditis elegans,N2,50 µM,,,31.32,S,,NA,Unknown,,NA,No,33179346,,2024-06-17 08:57:17
2054,Vortioxetine,Caenorhabditis elegans,N2,100 µM,,,-2.26,NS,,NA,Unknown,,NA,No,33008901,,2024-06-17 08:57:17
2053,Astaxanthin,Caenorhabditis elegans,N2,60 µM,,,9.71,S,,NA,Unknown,,NA,No,33115330,,2024-06-17 08:57:17
2052,Sodium Nitroprusside,Caenorhabditis elegans,N2,100 µM,,,-10.95,S,,NA,Unknown,,NA,No,33008901,,2024-06-17 08:57:17
2051,Methylbenzethonium Cl,Caenorhabditis elegans,N2,100 µM,,,-7.73,NS,,NA,Unknown,,NA,No,33008901,,2024-06-17 08:57:17
2050,Promazine Hydrochloride,Caenorhabditis elegans,N2,100 µM,,,-1.03,NS,,NA,Unknown,,NA,No,33008901,,2024-06-17 08:57:17
2049,I-BET,Caenorhabditis elegans,N2,100 µM,,,-14.31,S,,NA,Unknown,,NA,No,33008901,,2024-06-17 08:57:17
2048,Furosemide,Caenorhabditis elegans,N2,100 µM,,,-7.35,S,,NA,Unknown,,NA,No,33008901,,2024-06-17 08:57:17
2047,Formonoetin,Caenorhabditis elegans,N2,100 µM,,,6.06,S,,NA,Unknown,,NA,No,33008901,,2024-06-17 08:57:17
2046,Carbidopa,Caenorhabditis elegans,N2,100 µM,,,-2.48,NS,,NA,Unknown,,NA,No,33008901,,2024-06-17 08:57:17
2045,AEG 3482,Caenorhabditis elegans,N2,100 µM,,,3.39,NS,,NA,Unknown,,NA,No,33008901,,2024-06-17 08:57:17
2044,3-Methoxycatechol II,Caenorhabditis elegans,N2,100 µM,,,0.53,NS,,NA,Unknown,,NA,No,33008901,,2024-06-17 08:57:17
2043,Thiostrepton,Caenorhabditis elegans,N2,10 µM,,,-7.42,S,,NA,Unknown,,NA,No,33008901,,2024-06-17 08:57:17
2042,Tetracaine HCl,Caenorhabditis elegans,N2,10 µM,,,4.81,NS,,NA,Unknown,,NA,No,33008901,,2024-06-17 08:57:17
2041,Promazine Hydrochloride,Caenorhabditis elegans,N2,10 µM,,,2.56,NS,,NA,Unknown,,NA,No,33008901,,2024-06-17 08:57:17
2040,"Mebhydroline 1,5-napthalenedisulfonate",Caenorhabditis elegans,N2,10 µM,,,3.01,NS,,NA,Unknown,,NA,No,33008901,,2024-06-17 08:57:17
2039,IMS2186,Caenorhabditis elegans,N2,10 µM,,,-5.2,S,,NA,Unknown,,NA,No,33008901,,2024-06-17 08:57:17
2038,Furosemide,Caenorhabditis elegans,N2,10 µM,,,-6.88,S,,NA,Unknown,,NA,No,33008901,,2024-06-17 08:57:17
2037,Ethotoin,Caenorhabditis elegans,N2,10 µM,,,-0.87,NS,,NA,Unknown,,NA,No,33008901,,2024-06-17 08:57:17
2036,Flunarizine hydrochloride II,Caenorhabditis elegans,N2,10 µM,,,8.38,S,,NA,Unknown,,NA,No,33008901,,2024-06-17 08:57:17
2035,Alln II,Caenorhabditis elegans,N2,10 µM,,,0.84,NS,,NA,Unknown,,NA,No,33008901,,2024-06-17 08:57:17
2034,AEG 3482,Caenorhabditis elegans,N2,10 µM,,,1.88,NS,,NA,Unknown,,NA,No,33008901,,2024-06-17 08:57:17
2033,Viramune,Caenorhabditis elegans,N2,100 µM,,,-5.46,S,,NA,Unknown,,NA,No,33008901,,2024-06-17 08:57:17
